SERIAL NO,AIRLINE ,AIRLINE IATA CODE,FLIGHT NO,FLIGHT TYPE,ROUTE,DEPARTURE COUNTRY,DEPARTURE CITY,DEPARTURE AIRPORT,DEPARTURE IATA CODE,ARRIVAL COUNTRY,ARRIVAL CITY,ARRIVAL AIRPORT,ARRIVAL IATA CODE,FLIGHT DURATION,
299,FLYNAS,XY,XY-883,INTERNATIONAL,DMM-LHE,SAUDI ARABIA,DAMMAM,KING FAHAD INTERNATIONAL AIRPORT,DMM,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,3 HOURS 30 MINUTES,
300,FLYNAS,XY,XY-318,INTERNATIONAL,LHE-RUH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,5 HOURS  ,
301,FLYNAS,XY,XY-317,INTERNATIONAL,RUH-LHE,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,3 HOURS 50 MINUTES,
302,FLYNAS,XY,XY-314,INTERNATIONAL,KHI-RUH,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,3 HOURS 45 MINUTES,
303,FLYNAS,XY,XY-313,INTERNATIONAL,RUH-KHI,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,3 HOURS 10 MINUTES,
304,FLYNAS,XY,XY-806,INTERNATIONAL,KHI-MED,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,SAUDI ARABIA,MEDINAH,PRINCE MUHAMMAD BIN ABDULAZIZ INTERNATIONAL AIRPORT,MED,4 HOURS 45 MINUTES,
305,FLYNAS,XY,XY-805,INTERNATIONAL,MED-KHI,SAUDI ARABIA,MEDINAH,PRINCE MUHAMMAD BIN ABDULAZIZ INTERNATIONAL AIRPORT,MED,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,3 HOURS 45 MINUTES,
306,FLYNAS,XY,XY-638,INTERNATIONAL,KHI-JED,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,4 HOURS 45 MINUTES,
307,FLYNAS,XY,XY-637,INTERNATIONAL,JED-KHI,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,3 HOURS 55 MINUTES,
308,FLYNAS,XY,XY-901,INTERNATIONAL,KHI-DMM,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,SAUDI ARABIA,DAMMAM,KING FAHAD INTERNATIONAL AIRPORT,DMM,4 HOURS 20 MINUTES,
309,FLYNAS,XY,XY-900,INTERNATIONAL,DMM-KHI,SAUDI ARABIA,DAMMAM,KING FAHAD INTERNATIONAL AIRPORT,DMM,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,3 HOURS 35 MINUTES,
310,FLYADEAL,F3,F3-658,INTERNATIONAL,PEW-RUH,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,5 HOURS,
311,FLYADEAL,F3,F3-657,INTERNATIONAL,RUH-PEW,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,4 HOURS 15 MINUTES,
312,FLYADEAL,F3,F3-654,INTERNATIONAL,SKT-RUH,PAKISTAN,SIALKOT,SIALKOT INTERNATIONAL AIRPORT,SKT,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,5 HOURS,
313,FLYADEAL,F3,F3-653,INTERNATIONAL,RUH-SKT,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,PAKISTAN,SIALKOT,SIALKOT INTERNATIONAL AIRPORT,SKT,4 HOURS 35 MINUTES,
314,FLYADEAL,F3,F3-656,INTERNATIONAL,LHE-RUH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,4 HOURS 40 MINUTES,
315,FLYADEAL,F3,F3-655,INTERNATIONAL,RUH-LHE,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,4 HOURS 35 MINUTES,
316,FLYADEAL,F3,F3-830,INTERNATIONAL,KHI-JED,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,4 HOURS 5 MINUTES,
317,FLYADEAL,F3,F3-829,INTERNATIONAL,JED-KHI,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,4 HOURS 15 MINUTES,
318,FLYADEAL,F3,F3-652,INTERNATIONAL,ISB-RUH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,4 HOURS 35 MINUTES,
319,FLYADEAL,F3,F3-651,INTERNATIONAL,RUH-ISB,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,4 HOURS 25 MINUTES,
320,RIYADH AIR,RX,RX-662,INTERNATIONAL,ISB-RUH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,4 HOURS 30 MINUTES,
321,RIYADH AIR,RX,RX-660,INTERNATIONAL,RUH-ISB,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,4 HOURS 30 MINUTES,
322,RIYADH AIR,RX,RX-676,INTERNATIONAL,LHE-RUH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,4 HOURS 40 MINUTES,
323,RIYADH AIR,RX,RX-677,INTERNATIONAL,RUH-LHE,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,3 HOURS 55 MINUTES,
324,QATAR AIRWAYS,QR,QR-615,INTERNATIONAL,ISB-DOH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,3 HOURS 30 MINUTES,
325,QATAR AIRWAYS,QR,QR-633,INTERNATIONAL,ISB-DOH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,3 HOURS 30 MINUTES,
326,QATAR AIRWAYS,QR,QR-614,INTERNATIONAL,DOH-ISB,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,3 HOURS 30 MINUTES,
327,QATAR AIRWAYS,QR,QR-632,INTERNATIONAL,DOH-ISB,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,3 HOURS 30 MINUTES,
328,QATAR AIRWAYS,QR,QR-601,INTERNATIONAL,PEW-DOH,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,3 HOURS 40 MINUTES,
329,QATAR AIRWAYS,QR,QR-600,INTERNATIONAL,DOH-PEW,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,3 HOURS 35 MINUTES,
330,QATAR AIRWAYS,QR,QR-629,INTERNATIONAL,LHE-DOH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,3 HOURS 30 MINUTES,
331,QATAR AIRWAYS,QR,QR-621,INTERNATIONAL,LHE-DOH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,3 HOURS 30 MINUTES,
332,QATAR AIRWAYS,QR,QR-628,INTERNATIONAL,DOH-LHE,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,3 HOURS 30 MINUTES,
333,QATAR AIRWAYS,QR,QR-620,INTERNATIONAL,DOH-LHE,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,3 HOURS 30 MINUTES,
334,QATAR AIRWAYS,QR,QR-611,INTERNATIONAL,KHI-DOH,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,2 HOURS 30 MINUTES,
335,QATAR AIRWAYS,QR,QR-605,INTERNATIONAL,KHI-DOH,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,2 HOURS 30 MINUTES,
336,QATAR AIRWAYS,QR,QR-610,INTERNATIONAL,DOH-KHI,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,2 HOURS 35 MINUTES,
337,QATAR AIRWAYS,QR,QR-604,INTERNATIONAL,DOH-KHI,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,2 HOURS 35 MINUTES,
338,QATAR AIRWAYS,QR,QR-631,INTERNATIONAL,SKT-DOH,PAKISTAN,SIALKOT,SIALKOT INTERNATIONAL AIRPORT,SKT,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,3 HOURS 35 MINUTES,
339,QATAR AIRWAYS,QR,QR-630,INTERNATIONAL,DOH-SKT,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,PAKISTAN,SIALKOT,SIALKOT INTERNATIONAL AIRPORT,SKT,3 HOURS 35 MINUTES,
340,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-211,INTERNATIONAL,ISB-DXB,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,UNITED ARAB EMIRATES,DUBAI,DUBAI INTERNATIONAL AIRPORT,DXB,3 HOURS 25 MINUTES,
341,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-212,INTERNATIONAL,DXB-ISB,UNITED ARAB EMIRATES,DUBAI,DUBAI INTERNATIONAL AIRPORT,DXB,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,3 HOURS 5 MINUTES,
342,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-181,INTERNATIONAL,ISB-SHJ,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,UNITED ARAB EMIRATES,SHARJAH,SHARJAH INTERNATIONAL AIRPORT,SHJ,3 HOURS 15 MINUTES,
343,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-182,INTERNATIONAL,SHJ-ISB,UNITED ARAB EMIRATES,SHARJAH,SHARJAH INTERNATIONAL AIRPORT,SHJ,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,3 HOURS 10 MINUTES,
344,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-261,INTERNATIONAL,ISB-AUH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,3 HOURS 30 MINUTES,
345,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-262,INTERNATIONAL,AUH-ISB,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,3 HOURS 10 MINUTES,
346,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-143,INTERNATIONAL,ISB-AAN,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,UNITED ARAB EMIRATES,AL AIN,AL AIN INTERNATIONAL AIRPORT,AAN,3 HOURS 10 MINUTES,
347,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-144,INTERNATIONAL,AAN-ISB,UNITED ARAB EMIRATES,AL AIN,AL AIN INTERNATIONAL AIRPORT,AAN,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,3 HOURS 10 MINUTES,
348,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-287,INTERNATIONAL,ISB-DOH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,3 HOURS 55 MINUTES,
349,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-288,INTERNATIONAL,DOH-ISB,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,3 HOURS 40 MINUTES,
350,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-291,INTERNATIONAL,ISB-MCT,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,OMAN,MUSCAT,MUSCAT INTERNATIONAL AIRPORT,MCT,3 HOURS 10 MINUTES,
351,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-292,INTERNATIONAL,MCT-ISB,OMAN,MUSCAT,MUSCAT INTERNATIONAL AIRPORT,MCT,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,2 HOURS 45 MINUTES,
352,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-753,INTERNATIONAL,ISB-RUH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,5 HOURS 20 MINUTES,
353,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-754,INTERNATIONAL,RUH-ISB,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,4 HOURS 20 MINUTES,
354,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-741,INTERNATIONAL,ISB-JED,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,5 HOURS 55 MINUTES,
355,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-742,INTERNATIONAL,JED-ISB,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,5 HOURS 10 MINUTES,
356,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-245,INTERNATIONAL,ISB-DMM,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,SAUDI ARABIA,DAMMAM,KING FAHAD INTERNATIONAL AIRPORT,DMM,4 HOURS 25 MINUTES,
357,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-246,INTERNATIONAL,DMM-ISB,SAUDI ARABIA,DAMMAM,KING FAHAD INTERNATIONAL AIRPORT,DMM,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,3 HOURS 45 MINUTES,
358,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-167,INTERNATIONAL,ISB-ELQ,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,SAUDI ARABIA,AL QASSIM,PRINCE NAIF BIN ABDULAZIZ INTERNATIONAL AIRPORT,ELQ,5 HOURS 15 MINUTES,
359,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-168,INTERNATIONAL,ELQ-ISB,SAUDI ARABIA,AL QASSIM,PRINCE NAIF BIN ABDULAZIZ INTERNATIONAL AIRPORT,ELQ,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,4 HOURS 45 MINUTES,
360,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-713,INTERNATIONAL,ISB-MED,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,SAUDI ARABIA,MEDINAH,PRINCE MUHAMMAD BIN ABDULAZIZ INTERNATIONAL AIRPORT,MED,5 HOURS 45 MINUTES,
361,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-714,INTERNATIONAL,MED-ISB,SAUDI ARABIA,MEDINAH,PRINCE MUHAMMAD BIN ABDULAZIZ INTERNATIONAL AIRPORT,MED,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,5 HOURS,
362,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-781,INTERNATIONAL,ISB-YYZ,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,CANADA ,TORONTO,TORONTO PEARSON INTERNATIONAL AIRPORT,YYZ,13 HOURS 50 MINUTES,
363,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-782,INTERNATIONAL,YYZ-ISB,CANADA,TORONTO,TORONTO PEARSON INTERNATIONAL AIRPORT,YYZ,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,13 HOURS 15 MINUTES,
364,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-701,INTERNATIONAL,ISB-MAN,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,UNITED KINGDON,MANCHESTER,MANCHESTER AIRPORT,MAN,8 HOURS 55 MINUTES,
365,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-702,INTERNATIONAL,MAN-ISB,UNITED KINGDOM,MANCHESTER,MANCHESTER AIRPORT,MAN,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,7 HOURS 50 MINUTES,
366,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-749,INTERNATIONAL,ISB-CDG,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,FRANCE ,PARIS,PARIS CHARLES DE GAULLE AIRPORT,CDG,8 HOURS 35 MINUTES,
367,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-750,INTERNATIONAL,CDG-ISB,FRANCE ,PARIS,PARIS CHARLES DE GAULLE AIRPORT,CDG,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,7 HOURS 45 MINUTES,
368,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-785,INTERNATIONAL,ISB-LHR,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,UNITED KINGDON,LONDON,LONDON HEATHROW AIRPORT,LHR,8 HOURS 40 MINUTES,
369,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-786,INTERNATIONAL,LHR-ISB,UNITED KINGDOM,LONDON,LONDON HEATHROW AIRPORT,LHR,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,7 HOURS 40 MINUTES,
370,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-5711,INTERNATIONAL,ISB-IST,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,TURKEY,ISTANBUL,IGA ISTANBUL AIRPORT,IST,6 HOURS,
371,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-5710/5750,INTERNATIONAL,IST-ISB,TURKEY,ISTANBUL,IGA ISTANBUL AIRPORT,IST,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB, 4 HOURS 55 MINUTES,
372,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-854,INTERNATIONAL,ISB-PEK,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,CHINA,BEIJING,BEIJING CAPITAL INTERNATIONAL AIRPORT,PEK,5 HOURS 35 MINUTES,
373,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-855,INTERNATIONAL,PEK-ISB,CHINA,BEIJING,BEIJING CAPITAL INTERNATIONAL AIRPORT,PEK,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,6 HOURS 30 MINUTES,
374,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-283,INTERNATIONAL,PEW-DXB,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,UNITED ARAB EMIRATES,DUBAI,DUBAI INTERNATIONAL AIRPORT,DXB,3 HOURS 35 MINUTES,
375,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-284,INTERNATIONAL,DXB-PEW,UNITED ARAB EMIRATES,DUBAI,DUBAI INTERNATIONAL AIRPORT,DXB,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,2 HOURS 55 MINUTES,
376,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-257,INTERNATIONAL,PEW-SHJ,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,UNITED ARAB EMIRATES,SHARJAH,SHARJAH INTERNATIONAL AIRPORT,SHJ,3 HOURS 30 MINUTES,
377,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-258,INTERNATIONAL,SHJ-PEW,UNITED ARAB EMIRATES,SHARJAH,SHARJAH INTERNATIONAL AIRPORT,SHJ,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,2 HOURS 55 MINUTES,
378,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-217,INTERNATIONAL,PEW-AUH,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,3 HOURS 40 MINUTES,
379,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-218,INTERNATIONAL,AUH-PEW,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,3 HOURS 5 MINUTES,
380,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-285,INTERNATIONAL,PEW-DOH,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,4 HOURS 15 MINUTES,
381,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-286,INTERNATIONAL,DOH-PEW,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,3 HOURS 20 MINUTES,
382,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-735,INTERNATIONAL,PEW-JED,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,5 HOURS 20 MINUTES,
383,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-736,INTERNATIONAL,JED-PEW,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,4 HOURS 55 MINUTES,
384,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-203,INTERNATIONAL,LHE-DXB,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,UNITED ARAB EMIRATES,DUBAI,DUBAI INTERNATIONAL AIRPORT,DXB,3 HOURS 25 MINUTES,
385,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-204,INTERNATIONAL,DXB-LHE,UNITED ARAB EMIRATES,DUBAI,DUBAI INTERNATIONAL AIRPORT,DXB,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,3 HOURS 5 MINUTES,
386,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-263,INTERNATIONAL,LHE-AUH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,3 HOURS 50 MINUTES,
387,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-264,INTERNATIONAL,AUH-LHE,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,3 HOURS 5 MINUTES,
388,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-279,INTERNATIONAL,LHE-DOH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,4 HOURS 15 MINUTES,
389,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-280,INTERNATIONAL,DOH-LHE,QATAR,DOHA,HAMAD INTERNATIONAL AIRPORT,DOH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,3 HOURS 25 MINUTES,
390,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-229,INTERNATIONAL,LHE-MCT,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,OMAN,MUSCAT,MUSCAT INTERNATIONAL AIRPORT,MCT,3 HOURS 5 MINUTES,
391,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-230,INTERNATIONAL,MCT-LHE,OMAN,MUSCAT,MUSCAT INTERNATIONAL AIRPORT,MCT,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,2 HOURS 40 MINUTES, 
